id,school,gender,city,state,lat,lng,conference,soccerLevel,academicLevel,academicKnownFor,type,enrollment,nickname,notes,website
mens-earlham-college,Earlham College,boys,Richmond,IN,39.823431,-84.915037,Heartland Collegiate Athletic Conference,66,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Heartland Collegiate Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://earlham.edu/
mens-east-texas-baptist-university,East Texas Baptist University,boys,Marshall,TX,32.557847,-94.374488,American Southwest Conference,60,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the American Southwest Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.etbu.edu/
mens-eastern-connecticut-state-university,Eastern Connecticut State University,boys,Willimantic,CT,41.721673,-72.218753,Little East Conference,68,68,Business|Psychology|Education,Public,,,"Auto-generated profile: Public program in the Little East Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.easternct.edu/
mens-eastern-mennonite-university,Eastern Mennonite University,boys,Harrisonburg,VA,38.471134,-78.880326,Old Dominion Athletic Conf.,77,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Old Dominion Athletic Conf.. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://emu.edu/
mens-eastern-university,Eastern University,boys,Saint Davids,PA,40.050448,-75.370316,Middle Atlantic Conferences,72,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Middle Atlantic Conferences. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.eastern.edu/about/student-consumer-information
mens-edgewood-university,Edgewood University,boys,Madison,WI,43.057059,-89.422884,Northern Athletics Collegiate Conference,68,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Northern Athletics Collegiate Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.edgewood.edu/
mens-elizabethtown-college,Elizabethtown College,boys,Elizabethtown,PA,40.149236,-76.593224,Landmark Conference,70,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Landmark Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.etown.edu/
mens-elmhurst-university,Elmhurst University,boys,Elmhurst,IL,41.897164,-87.945369,College Conference of Illinois & Wisconsin,79,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the College Conference of Illinois & Wisconsin. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.elmhurst.edu/
mens-elmira-college,Elmira College,boys,Elmira,NY,42.0961,-76.813459,Empire 8,71,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Empire 8. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.elmira.edu/
mens-elms-college,Elms College,boys,Chicopee,MA,42.141781,-72.60154,Great Northeast Athletic Conference,64,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Great Northeast Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.elms.edu/
mens-emerson-college,Emerson College,boys,Boston,MA,42.352202,-71.065384,New England Women's and Men's Athletic Conference,68,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the New England Women's and Men's Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.emerson.edu/
mens-emmanuel-college-massachusetts,Emmanuel College (Massachusetts),boys,Boston,MA,42.340602,-71.103634,Great Northeast Athletic Conference,64,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Great Northeast Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.emmanuel.edu/
mens-emory-university,Emory University,boys,Atlanta,GA,33.790183,-84.325512,University Athletic Association,98,95,Biology|Economics|Computer Science,Private,,,"Auto-generated profile: Private program in the University Athletic Association. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families prioritizing both high-level soccer and strong academics. Verify roster fit, admissions, and aid directly with the school.",https://www.emory.edu/
mens-endicott-college,Endicott College,boys,Beverly,MA,42.553296,-70.840847,Conference of New England,70,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Conference of New England. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.endicott.edu/
mens-eureka-college,Eureka College,boys,Eureka,IL,40.71482,-89.269624,St. Louis Intercollegiate Athletic Conference,64,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the St. Louis Intercollegiate Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.eureka.edu/
mens-fairleigh-dickinson-university-florham,"Fairleigh Dickinson University, Florham",boys,Madison,NJ,40.774498,-74.432121,Middle Atlantic Conferences,78,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Middle Atlantic Conferences. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.fdu.edu/
mens-farmingdale-state-college,Farmingdale State College,boys,Farmingdale,NY,40.754224,-73.42832,Skyline Conference,68,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Skyline Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.farmingdale.edu/
mens-ferrum-college,Ferrum College,boys,Ferrum,VA,36.926912,-80.021639,Conference Carolinas,65,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Conference Carolinas. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.ferrum.edu/
mens-fitchburg-state-university,Fitchburg State University,boys,Fitchburg,MA,42.588298,-71.789666,Massachusetts State Collegiate Athletic Conference,69,68,Business|Psychology|Education,Public,,,"Auto-generated profile: Public program in the Massachusetts State Collegiate Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.fitchburgstate.edu/
mens-framingham-state-university,Framingham State University,boys,Framingham,MA,42.297116,-71.437565,Massachusetts State Collegiate Athletic Conference,69,68,Business|Psychology|Education,Public,,,"Auto-generated profile: Public program in the Massachusetts State Collegiate Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.framingham.edu/
mens-franciscan-university-of-steubenville,Franciscan University of Steubenville,boys,Steubenville,OH,40.376919,-80.620524,Presidents' Athletic Conference,67,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Presidents' Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.franciscan.edu/
mens-franklin-marshall-college,Franklin & Marshall College,boys,Lancaster,PA,40.048045,-76.319037,Centennial Conference,79,92,Liberal Arts|Economics|Political Science,Private,,,"Auto-generated profile: Private program in the Centennial Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families prioritizing academics first while still staying in the D3 soccer market. Verify roster fit, admissions, and aid directly with the school.",https://www.fandm.edu/
mens-franklin-college,Franklin College,boys,Franklin,IN,39.478298,-86.047182,Heartland Collegiate Athletic Conference,66,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Heartland Collegiate Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.franklincollege.edu/
mens-gallaudet-university,Gallaudet University,boys,Washington,DC,38.907371,-76.993675,United East Conference,68,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the United East Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.gallaudet.edu/
mens-geneva-college,Geneva College,boys,Beaver Falls,PA,40.772518,-80.321826,Presidents' Athletic Conference,67,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Presidents' Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.geneva.edu/
mens-george-fox-university,George Fox University,boys,Newberg,OR,45.303629,-122.967494,Northwest Conference,73,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Northwest Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.georgefox.edu/
mens-gettysburg-college,Gettysburg College,boys,Gettysburg,PA,39.836597,-77.236792,Centennial Conference,79,84,Liberal Arts|Economics|Political Science,Private,,,"Auto-generated profile: Private program in the Centennial Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.gettysburg.edu/
mens-gordon-college,Gordon College,boys,Wenham,MA,42.590567,-70.82151,Conference of New England,70,75,Business|Education|Biology,Private,,,"Auto-generated profile: Private program in the Conference of New England. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.gordon.edu/
mens-goucher-college,Goucher College,boys,Baltimore,MD,39.410175,-76.594843,Landmark Conference,70,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Landmark Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.goucher.edu/
mens-greensboro-college,Greensboro College,boys,Greensboro,NC,36.071082,-79.800232,USA South Athletic Conference,67,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the USA South Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.greensboro.edu/
mens-greenville-university,Greenville University,boys,Greenville,IL,38.894162,-89.40824,St. Louis Intercollegiate Athletic Conference,64,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the St. Louis Intercollegiate Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.greenville.edu/
mens-grinnell-college,Grinnell College,boys,Grinnell,IA,41.747952,-92.722094,Midwest Conference,68,90,Liberal Arts|Economics|Political Science,Private,,,"Auto-generated profile: Private program in the Midwest Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families prioritizing academics first while still staying in the D3 soccer market. Verify roster fit, admissions, and aid directly with the school.",https://www.grinnell.edu/
mens-grove-city-college,Grove City College,boys,Grove City,PA,41.1558,-80.081481,Presidents' Athletic Conference,67,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Presidents' Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.gcc.edu/
mens-guilford-college,Guilford College,boys,Greensboro,NC,36.094233,-79.887737,Old Dominion Athletic Conf.,77,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Old Dominion Athletic Conf.. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.guilford.edu/
mens-gustavus-adolphus-college,Gustavus Adolphus College,boys,Saint Peter,MN,44.323626,-93.972196,Minnesota Intercollegiate Athletic Conference,80,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Minnesota Intercollegiate Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://gustavus.edu/
mens-gwynedd-mercy-university,Gwynedd Mercy University,boys,Gwynedd Valley,PA,40.202804,-75.236601,Atlantic East Conference,63,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Atlantic East Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.gmercyu.edu/
mens-hamilton-college,Hamilton College,boys,Clinton,NY,43.050245,-75.408195,New England Small College Athletic Conference,86,95,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the New England Small College Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families prioritizing both high-level soccer and strong academics. Verify roster fit, admissions, and aid directly with the school.",https://www.hamilton.edu/
mens-hamline-university,Hamline University,boys,Saint Paul,MN,44.966246,-93.164479,Minnesota Intercollegiate Athletic Conference,80,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Minnesota Intercollegiate Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.hamline.edu/
mens-hampden-sydney-college,Hampden-Sydney College,boys,Hampden-Sydney,VA,37.240615,-78.464216,Old Dominion Athletic Conf.,77,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Old Dominion Athletic Conf.. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.hsc.edu/
mens-hanover-college,Hanover College,boys,Hanover,IN,38.715642,-85.460051,Heartland Collegiate Athletic Conference,66,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Heartland Collegiate Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.hanover.edu/
mens-hardin-simmons-university,Hardin-Simmons University,boys,Abilene,TX,32.476434,-99.73564,American Southwest Conference,60,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the American Southwest Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.hsutx.edu/
mens-hartwick-college,Hartwick College,boys,Oneonta,NY,42.457599,-75.071994,Empire 8,71,75,Art|Design|Architecture,Private,,,"Auto-generated profile: Private program in the Empire 8. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.hartwick.edu/
mens-haverford-college,Haverford College,boys,Haverford,PA,40.007452,-75.305207,Centennial Conference,79,97,Liberal Arts|Economics|Political Science,Private,,,"Auto-generated profile: Private program in the Centennial Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families prioritizing academics first while still staying in the D3 soccer market. Verify roster fit, admissions, and aid directly with the school.",https://www.haverford.edu/
mens-heidelberg-university,Heidelberg University,boys,Tiffin,OH,41.114833,-83.168387,Ohio Athletic Conference,73,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Ohio Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.heidelberg.edu/
mens-hendrix-college,Hendrix College,boys,Conway,AR,35.101565,-92.443256,Southern Collegiate Athletic Conference,75,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Southern Collegiate Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.hendrix.edu/
mens-hilbert-college,Hilbert College,boys,Hamburg,NY,42.75464,-78.820257,Allegheny Mountain Collegiate Conference,68,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Allegheny Mountain Collegiate Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.hilbert.edu/
mens-hiram-college,Hiram College,boys,Hiram,OH,41.3107,-81.143981,Presidents' Athletic Conference,67,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Presidents' Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.hiram.edu/
mens-hobart-and-william-smith-colleges,Hobart and William Smith Colleges,boys,Geneva,NY,42.858131,-76.985516,Liberty League,86,86,Art|Design|Architecture,Private,,,"Auto-generated profile: Private program in the Liberty League. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families prioritizing both high-level soccer and strong academics. Verify roster fit, admissions, and aid directly with the school.",https://www.hws.edu/
mens-hood-college,Hood College,boys,Frederick,MD,39.420631,-77.419049,Middle Atlantic Conferences,72,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Middle Atlantic Conferences. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.hood.edu/
mens-hope-college,Hope College,boys,Holland,MI,42.787298,-86.102089,Michigan Intercollegiate Athletic Association,74,80,Business|Education|Biology,Private,,,"Auto-generated profile: Private program in the Michigan Intercollegiate Athletic Association. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.hope.edu/
mens-houghton-university,Houghton University,boys,Houghton,NY,42.426137,-78.155426,Empire 8,71,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Empire 8. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.houghton.edu/
mens-howard-payne-university,Howard Payne University,boys,Brownwood,TX,31.716467,-98.985204,American Southwest Conference,60,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the American Southwest Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.hputx.edu/
mens-hunter-college,Hunter College,boys,New York,NY,40.768669,-73.964795,City University of New York Athletic Conference,60,68,Business|Psychology|Education,Public,,,"Auto-generated profile: Public program in the City University of New York Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.hunter.cuny.edu/
mens-huntingdon-college,Huntingdon College,boys,Montgomery,AL,32.351034,-86.284366,Collegiate Conference of the South,63,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Collegiate Conference of the South. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.huntingdon.edu/
mens-husson-university,Husson University,boys,Bangor,ME,44.829002,-68.791476,North Atlantic Conference,65,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the North Atlantic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.husson.edu/
mens-illinois-college,Illinois College,boys,Jacksonville,IL,39.7313,-90.246171,Midwest Conference,68,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Midwest Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.ic.edu/
mens-illinois-institute-of-technology,Illinois Institute of Technology,boys,Chicago,IL,41.8313,-87.627321,Northern Athletics Collegiate Conference,68,86,Engineering|Computer Science|Math,Private,,,"Auto-generated profile: Private program in the Northern Athletics Collegiate Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families prioritizing academics first while still staying in the D3 soccer market. Verify roster fit, admissions, and aid directly with the school.",https://www.iit.edu/
mens-illinois-wesleyan-university,Illinois Wesleyan University,boys,Bloomington,IL,40.489901,-88.992014,College Conference of Illinois & Wisconsin,79,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the College Conference of Illinois & Wisconsin. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.iwu.edu/
mens-immaculata-university,Immaculata University,boys,Immaculata,PA,40.027981,-75.570711,Atlantic East Conference,63,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Atlantic East Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.immaculata.edu/
mens-ithaca-college,Ithaca College,boys,Ithaca,NY,42.422154,-76.494136,Liberty League,78,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Liberty League. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.ithaca.edu/
mens-john-carroll-university,John Carroll University,boys,University Heights,OH,41.491321,-81.531338,North Coast Athletic Conference,74,76,Business|Education|Biology,Private,,,"Auto-generated profile: Private program in the North Coast Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://jcu.edu/
mens-john-jay-college-of-criminal-justice,John Jay College of Criminal Justice,boys,New York,NY,40.770351,-73.98841,City University of New York Athletic Conference,60,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the City University of New York Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.jjay.cuny.edu/
mens-johns-hopkins-university,Johns Hopkins University,boys,Baltimore,MD,39.328977,-76.621595,Centennial Conference,90,99,Biology|Economics|Computer Science,Private,,,"Auto-generated profile: Private program in the Centennial Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families prioritizing both high-level soccer and strong academics. Verify roster fit, admissions, and aid directly with the school.",https://www.jhu.edu/
mens-johnson-wales-university-providence,Johnson & Wales University (Providence),boys,Providence,RI,41.819956,-71.41277,Conference of New England,70,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Conference of New England. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.jwu.edu/campuses/providence/
mens-johnson-wales-university-charlotte,Johnson & Wales University Charlotte,boys,Charlotte,NC,35.233502,-80.851208,Coast-To-Coast Athletic Conference,76,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Coast-To-Coast Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.jwu.edu/campuses/charlotte/
