id,school,gender,city,state,lat,lng,conference,soccerLevel,academicLevel,academicKnownFor,type,enrollment,nickname,notes,website
d1g-163,University 163,girls,City163,PA,41.3012,-97.0394,ACC,77,75,Business|Health Sciences,Public,15725,Bruins,Competitive D1 program with solid development environment.,https://www.university163.edu
d1g-164,University 164,girls,City164,NY,27.1493,-71.3478,Big 12,96,88,Health Sciences|Business,Public,38439,Spartans,Competitive D1 program with solid development environment.,https://www.university164.edu
d1g-165,University 165,girls,City165,GA,43.3095,-110.7123,Big Ten,82,77,Biology|Engineering,Public,40378,Cardinal,Competitive D1 program with solid development environment.,https://www.university165.edu
d1g-166,University 166,girls,City166,TX,38.4172,-75.0738,C-USA,85,96,Communications|Engineering,Private,9564,Eagles,Competitive D1 program with solid development environment.,https://www.university166.edu
d1g-167,University 167,girls,City167,NC,26.9919,-73.6294,Ivy,77,96,Biology|Business,Private,36281,Huskies,Competitive D1 program with solid development environment.,https://www.university167.edu
d1g-168,University 168,girls,City168,PA,29.5767,-94.6622,Ivy,70,63,Communications|Engineering,Public,27926,Spartans,Competitive D1 program with solid development environment.,https://www.university168.edu
d1g-169,University 169,girls,City169,CA,41.8046,-81.6023,AAC,76,83,Business|Health Sciences,Private,27911,Bulldogs,Competitive D1 program with solid development environment.,https://www.university169.edu
d1g-170,University 170,girls,City170,OH,25.1466,-111.9663,WCC,98,77,Psychology|Communications,Private,42285,Wildcats,Competitive D1 program with solid development environment.,https://www.university170.edu
d1g-171,University 171,girls,City171,VA,34.9429,-115.465,C-USA,73,92,Health Sciences|Psychology,Public,36612,Eagles,Competitive D1 program with solid development environment.,https://www.university171.edu
d1g-172,University 172,girls,City172,MI,35.3177,-118.1199,Pac-12,81,92,Biology|Business,Private,7627,Wildcats,Competitive D1 program with solid development environment.,https://www.university172.edu
d1g-173,University 173,girls,City173,GA,33.1587,-102.1523,C-USA,87,77,Communications|Health Sciences,Public,49386,Bulldogs,Competitive D1 program with solid development environment.,https://www.university173.edu
d1g-174,University 174,girls,City174,TX,38.4225,-76.522,WCC,99,87,Engineering|Biology,Public,7909,Bulldogs,Competitive D1 program with solid development environment.,https://www.university174.edu
d1g-175,University 175,girls,City175,MI,39.8333,-113.3498,WCC,92,81,Health Sciences|Business,Public,23495,Wildcats,Competitive D1 program with solid development environment.,https://www.university175.edu
d1g-176,University 176,girls,City176,NY,35.4667,-83.6723,Sun Belt,95,65,Engineering|Psychology,Private,17718,Bulldogs,Competitive D1 program with solid development environment.,https://www.university176.edu
d1g-177,University 177,girls,City177,OH,32.8984,-83.5901,Big Ten,95,88,Business|Communications,Public,15892,Eagles,Competitive D1 program with solid development environment.,https://www.university177.edu
d1g-178,University 178,girls,City178,TX,25.8371,-118.078,WCC,74,71,Biology|Health Sciences,Private,10328,Huskies,Competitive D1 program with solid development environment.,https://www.university178.edu
d1g-179,University 179,girls,City179,GA,37.9839,-115.0516,Sun Belt,71,88,Health Sciences|Biology,Public,23349,Eagles,Competitive D1 program with solid development environment.,https://www.university179.edu
d1g-180,University 180,girls,City180,VA,39.2894,-80.3831,Pac-12,91,98,Psychology|Biology,Private,28768,Cardinal,Competitive D1 program with solid development environment.,https://www.university180.edu
d1g-181,University 181,girls,City181,FL,26.1851,-76.7729,Sun Belt,83,98,Biology|Engineering,Public,29743,Bruins,Competitive D1 program with solid development environment.,https://www.university181.edu
d1g-182,University 182,girls,City182,OH,25.7967,-101.5909,Pac-12,92,96,Health Sciences|Biology,Public,36963,Bulldogs,Competitive D1 program with solid development environment.,https://www.university182.edu
d1g-183,University 183,girls,City183,NY,32.3543,-109.3915,ACC,82,80,Communications|Psychology,Public,8313,Cardinal,Competitive D1 program with solid development environment.,https://www.university183.edu
d1g-184,University 184,girls,City184,NC,31.5659,-94.0075,SEC,96,64,Biology|Communications,Public,17566,Eagles,Competitive D1 program with solid development environment.,https://www.university184.edu
d1g-185,University 185,girls,City185,TX,29.2269,-101.5715,ACC,74,93,Engineering|Communications,Private,4080,Eagles,Competitive D1 program with solid development environment.,https://www.university185.edu
d1g-186,University 186,girls,City186,CA,32.2688,-75.4349,Big Ten,95,83,Communications|Health Sciences,Public,35022,Wildcats,Competitive D1 program with solid development environment.,https://www.university186.edu
d1g-187,University 187,girls,City187,TX,42.6189,-76.6052,Sun Belt,89,85,Engineering|Business,Private,21207,Tigers,Competitive D1 program with solid development environment.,https://www.university187.edu
d1g-188,University 188,girls,City188,NY,31.3866,-84.0713,ACC,92,61,Health Sciences|Engineering,Private,7743,Cardinal,Competitive D1 program with solid development environment.,https://www.university188.edu
d1g-189,University 189,girls,City189,OH,25.4406,-109.2019,Pac-12,94,70,Engineering|Business,Private,28662,Eagles,Competitive D1 program with solid development environment.,https://www.university189.edu
d1g-190,University 190,girls,City190,CA,36.4297,-108.0715,Big Ten,97,85,Communications|Health Sciences,Public,39922,Eagles,Competitive D1 program with solid development environment.,https://www.university190.edu
d1g-191,University 191,girls,City191,TX,42.3295,-81.044,Big Ten,81,69,Business|Psychology,Private,7121,Huskies,Competitive D1 program with solid development environment.,https://www.university191.edu
d1g-192,University 192,girls,City192,GA,30.069,-110.5781,SEC,85,69,Business|Engineering,Public,20491,Eagles,Competitive D1 program with solid development environment.,https://www.university192.edu
d1g-193,University 193,girls,City193,FL,30.5402,-79.8249,Ivy,87,95,Engineering|Communications,Public,42324,Wildcats,Competitive D1 program with solid development environment.,https://www.university193.edu
d1g-194,University 194,girls,City194,VA,29.358,-89.209,Sun Belt,86,80,Health Sciences|Business,Private,34189,Wildcats,Competitive D1 program with solid development environment.,https://www.university194.edu
d1g-195,University 195,girls,City195,NY,37.1156,-117.2171,Ivy,91,68,Psychology|Communications,Public,9877,Huskies,Competitive D1 program with solid development environment.,https://www.university195.edu
d1g-196,University 196,girls,City196,PA,25.9039,-101.8255,AAC,93,73,Engineering|Business,Public,48511,Bruins,Competitive D1 program with solid development environment.,https://www.university196.edu
d1g-197,University 197,girls,City197,MI,29.5613,-82.5011,Ivy,92,63,Psychology|Business,Public,33550,Spartans,Competitive D1 program with solid development environment.,https://www.university197.edu
d1g-198,University 198,girls,City198,GA,33.9928,-88.2981,AAC,75,64,Business|Psychology,Public,6920,Wildcats,Competitive D1 program with solid development environment.,https://www.university198.edu
d1g-199,University 199,girls,City199,CA,41.8778,-79.231,SEC,84,74,Communications|Engineering,Private,20458,Bruins,Competitive D1 program with solid development environment.,https://www.university199.edu
d1g-200,University 200,girls,City200,MI,36.0356,-117.7981,Big Ten,80,76,Communications|Engineering,Public,26771,Eagles,Competitive D1 program with solid development environment.,https://www.university200.edu
d1g-201,University 201,girls,City201,CA,38.5669,-73.6499,Big Ten,76,64,Communications|Health Sciences,Public,2423,Wildcats,Competitive D1 program with solid development environment.,https://www.university201.edu
d1g-202,University 202,girls,City202,MI,28.493,-93.1347,AAC,85,65,Biology|Communications,Public,23455,Huskies,Competitive D1 program with solid development environment.,https://www.university202.edu
d1g-203,University 203,girls,City203,PA,34.9086,-76.8825,C-USA,72,95,Psychology|Health Sciences,Private,42191,Eagles,Competitive D1 program with solid development environment.,https://www.university203.edu
d1g-204,University 204,girls,City204,NY,38.0418,-89.3647,Big 12,70,84,Engineering|Business,Public,26475,Eagles,Competitive D1 program with solid development environment.,https://www.university204.edu
d1g-205,University 205,girls,City205,NC,30.3973,-112.3704,SEC,84,64,Business|Engineering,Private,29881,Wildcats,Competitive D1 program with solid development environment.,https://www.university205.edu
d1g-206,University 206,girls,City206,NY,44.5353,-74.5946,Sun Belt,74,64,Health Sciences|Business,Private,27958,Tigers,Competitive D1 program with solid development environment.,https://www.university206.edu
d1g-207,University 207,girls,City207,VA,31.8338,-104.1268,Big 12,88,71,Business|Psychology,Public,10787,Spartans,Competitive D1 program with solid development environment.,https://www.university207.edu
d1g-208,University 208,girls,City208,NC,32.8852,-114.7281,Big 12,91,66,Biology|Communications,Public,46611,Spartans,Competitive D1 program with solid development environment.,https://www.university208.edu
d1g-209,University 209,girls,City209,OH,28.0327,-74.7527,Ivy,85,96,Biology|Business,Private,44101,Wildcats,Competitive D1 program with solid development environment.,https://www.university209.edu
d1g-210,University 210,girls,City210,FL,36.1538,-106.2572,AAC,74,93,Communications|Engineering,Private,5136,Huskies,Competitive D1 program with solid development environment.,https://www.university210.edu
d1g-211,University 211,girls,City211,CA,39.8081,-117.4611,WCC,76,71,Communications|Engineering,Private,42671,Spartans,Competitive D1 program with solid development environment.,https://www.university211.edu
d1g-212,University 212,girls,City212,FL,33.3048,-86.869,SEC,91,61,Communications|Health Sciences,Public,24788,Spartans,Competitive D1 program with solid development environment.,https://www.university212.edu
d1g-213,University 213,girls,City213,TX,43.063,-81.5589,SEC,75,95,Psychology|Health Sciences,Private,48471,Spartans,Competitive D1 program with solid development environment.,https://www.university213.edu
d1g-214,University 214,girls,City214,VA,39.8881,-118.4775,SEC,80,64,Engineering|Health Sciences,Private,48372,Eagles,Competitive D1 program with solid development environment.,https://www.university214.edu
d1g-215,University 215,girls,City215,MI,28.8424,-109.911,Sun Belt,81,85,Engineering|Business,Private,15669,Spartans,Competitive D1 program with solid development environment.,https://www.university215.edu
d1g-216,University 216,girls,City216,PA,28.4788,-78.1169,C-USA,98,84,Psychology|Business,Public,44465,Cardinal,Competitive D1 program with solid development environment.,https://www.university216.edu
d1g-217,University 217,girls,City217,TX,32.7492,-88.0914,C-USA,95,94,Psychology|Biology,Private,19588,Bulldogs,Competitive D1 program with solid development environment.,https://www.university217.edu
d1g-218,University 218,girls,City218,NY,36.9528,-75.0812,SEC,93,70,Biology|Engineering,Private,3392,Cardinal,Competitive D1 program with solid development environment.,https://www.university218.edu
d1g-219,University 219,girls,City219,MI,41.8283,-87.1882,Big Ten,74,86,Engineering|Health Sciences,Public,37543,Bulldogs,Competitive D1 program with solid development environment.,https://www.university219.edu
d1g-220,University 220,girls,City220,TX,42.0387,-102.0197,WCC,70,85,Communications|Biology,Public,25936,Tigers,Competitive D1 program with solid development environment.,https://www.university220.edu
d1g-221,University 221,girls,City221,OH,37.6531,-95.3067,C-USA,73,83,Business|Biology,Private,25920,Spartans,Competitive D1 program with solid development environment.,https://www.university221.edu
d1g-222,University 222,girls,City222,NC,25.2082,-110.6987,Pac-12,85,70,Engineering|Business,Public,42284,Bruins,Competitive D1 program with solid development environment.,https://www.university222.edu
d1g-223,University 223,girls,City223,TX,33.4529,-98.8441,Pac-12,83,78,Psychology|Health Sciences,Public,45258,Spartans,Competitive D1 program with solid development environment.,https://www.university223.edu
d1g-224,University 224,girls,City224,VA,40.7379,-78.7261,C-USA,86,81,Communications|Biology,Public,14012,Bruins,Competitive D1 program with solid development environment.,https://www.university224.edu
d1g-225,University 225,girls,City225,TX,25.6277,-75.7509,Big 12,78,86,Business|Health Sciences,Public,21801,Eagles,Competitive D1 program with solid development environment.,https://www.university225.edu
d1g-226,University 226,girls,City226,CA,36.3341,-84.5876,C-USA,73,88,Communications|Health Sciences,Private,5991,Bruins,Competitive D1 program with solid development environment.,https://www.university226.edu
d1g-227,University 227,girls,City227,VA,43.3437,-96.9033,Pac-12,93,75,Business|Engineering,Public,16622,Wildcats,Competitive D1 program with solid development environment.,https://www.university227.edu
d1g-228,University 228,girls,City228,NY,39.9349,-118.3564,Big 12,77,92,Health Sciences|Engineering,Public,35988,Wildcats,Competitive D1 program with solid development environment.,https://www.university228.edu
d1g-229,University 229,girls,City229,NY,43.8822,-87.8628,AAC,88,79,Psychology|Health Sciences,Public,49946,Tigers,Competitive D1 program with solid development environment.,https://www.university229.edu
d1g-230,University 230,girls,City230,MI,37.5006,-82.065,Big Ten,82,99,Business|Biology,Private,32649,Eagles,Competitive D1 program with solid development environment.,https://www.university230.edu
d1g-231,University 231,girls,City231,VA,26.6627,-109.4018,WCC,78,60,Psychology|Health Sciences,Public,46331,Tigers,Competitive D1 program with solid development environment.,https://www.university231.edu
d1g-232,University 232,girls,City232,MI,30.0627,-71.5125,Pac-12,70,89,Biology|Business,Public,45291,Huskies,Competitive D1 program with solid development environment.,https://www.university232.edu
d1g-233,University 233,girls,City233,OH,30.5905,-83.9599,SEC,86,79,Communications|Psychology,Private,21851,Bruins,Competitive D1 program with solid development environment.,https://www.university233.edu
d1g-234,University 234,girls,City234,NY,29.0611,-89.6952,Big 12,99,80,Biology|Business,Private,24706,Huskies,Competitive D1 program with solid development environment.,https://www.university234.edu
d1g-235,University 235,girls,City235,NC,35.575,-102.2174,Big Ten,96,97,Psychology|Biology,Public,35941,Bruins,Competitive D1 program with solid development environment.,https://www.university235.edu
d1g-236,University 236,girls,City236,GA,32.8166,-78.8196,Big Ten,86,67,Psychology|Engineering,Private,30480,Tigers,Competitive D1 program with solid development environment.,https://www.university236.edu
d1g-237,University 237,girls,City237,NY,44.5982,-103.5587,WCC,78,62,Engineering|Biology,Public,41974,Huskies,Competitive D1 program with solid development environment.,https://www.university237.edu
d1g-238,University 238,girls,City238,TX,37.5689,-86.6598,C-USA,75,62,Business|Communications,Public,49353,Wildcats,Competitive D1 program with solid development environment.,https://www.university238.edu
d1g-239,University 239,girls,City239,GA,33.9085,-105.8279,Ivy,74,66,Health Sciences|Biology,Public,21032,Wildcats,Competitive D1 program with solid development environment.,https://www.university239.edu
d1g-240,University 240,girls,City240,GA,25.7189,-112.5448,Sun Belt,72,69,Psychology|Business,Public,7909,Bruins,Competitive D1 program with solid development environment.,https://www.university240.edu
d1g-241,University 241,girls,City241,PA,38.6696,-111.4232,Pac-12,98,63,Business|Health Sciences,Public,9752,Bruins,Competitive D1 program with solid development environment.,https://www.university241.edu
d1g-242,University 242,girls,City242,VA,43.8922,-76.2257,WCC,91,92,Psychology|Health Sciences,Private,20851,Eagles,Competitive D1 program with solid development environment.,https://www.university242.edu
d1g-243,University 243,girls,City243,NC,41.9442,-88.1283,SEC,85,85,Biology|Psychology,Private,40905,Cardinal,Competitive D1 program with solid development environment.,https://www.university243.edu
d1g-244,University 244,girls,City244,NY,26.7509,-70.0126,Big Ten,81,68,Biology|Health Sciences,Public,25623,Wildcats,Competitive D1 program with solid development environment.,https://www.university244.edu
d1g-245,University 245,girls,City245,NC,27.2671,-106.437,Big 12,93,81,Business|Communications,Private,48065,Bruins,Competitive D1 program with solid development environment.,https://www.university245.edu
d1g-246,University 246,girls,City246,PA,33.065,-80.5553,Ivy,88,86,Health Sciences|Engineering,Public,14489,Spartans,Competitive D1 program with solid development environment.,https://www.university246.edu
d1g-247,University 247,girls,City247,PA,44.9944,-103.539,C-USA,97,80,Business|Psychology,Public,44885,Eagles,Competitive D1 program with solid development environment.,https://www.university247.edu
d1g-248,University 248,girls,City248,TX,35.0374,-109.9679,ACC,89,82,Communications|Business,Private,32777,Tigers,Competitive D1 program with solid development environment.,https://www.university248.edu
d1g-249,University 249,girls,City249,MI,26.3202,-92.3269,WCC,97,81,Business|Engineering,Public,28312,Tigers,Competitive D1 program with solid development environment.,https://www.university249.edu
d1g-250,University 250,girls,City250,TX,30.5379,-85.2501,AAC,77,85,Business|Engineering,Private,22024,Cardinal,Competitive D1 program with solid development environment.,https://www.university250.edu
d1g-251,University 251,girls,City251,PA,39.3193,-97.0341,Pac-12,90,82,Health Sciences|Psychology,Private,14716,Eagles,Competitive D1 program with solid development environment.,https://www.university251.edu
d1g-252,University 252,girls,City252,TX,28.9935,-96.913,WCC,80,72,Health Sciences|Business,Private,10075,Bulldogs,Competitive D1 program with solid development environment.,https://www.university252.edu
d1g-253,University 253,girls,City253,GA,25.9638,-72.2096,Pac-12,86,65,Engineering|Communications,Public,45279,Bruins,Competitive D1 program with solid development environment.,https://www.university253.edu
d1g-254,University 254,girls,City254,CA,26.5819,-105.553,Ivy,76,74,Biology|Communications,Public,7734,Eagles,Competitive D1 program with solid development environment.,https://www.university254.edu
d1g-255,University 255,girls,City255,GA,34.9593,-108.0562,WCC,97,83,Health Sciences|Psychology,Public,30898,Cardinal,Competitive D1 program with solid development environment.,https://www.university255.edu
d1g-256,University 256,girls,City256,MI,25.3647,-94.0612,Big 12,79,72,Psychology|Business,Public,16472,Bruins,Competitive D1 program with solid development environment.,https://www.university256.edu
d1g-257,University 257,girls,City257,TX,42.8046,-111.1013,WCC,99,68,Psychology|Health Sciences,Public,40802,Bruins,Competitive D1 program with solid development environment.,https://www.university257.edu
d1g-258,University 258,girls,City258,OH,42.2998,-81.762,SEC,88,89,Psychology|Business,Private,27950,Eagles,Competitive D1 program with solid development environment.,https://www.university258.edu
d1g-259,University 259,girls,City259,CA,44.9634,-111.1175,Big 12,80,76,Psychology|Engineering,Public,47372,Huskies,Competitive D1 program with solid development environment.,https://www.university259.edu
d1g-260,University 260,girls,City260,FL,30.0013,-103.3505,AAC,92,78,Biology|Engineering,Private,22654,Wildcats,Competitive D1 program with solid development environment.,https://www.university260.edu
d1g-261,University 261,girls,City261,FL,29.706,-108.3662,Pac-12,92,82,Communications|Psychology,Private,29339,Bulldogs,Competitive D1 program with solid development environment.,https://www.university261.edu
d1g-262,University 262,girls,City262,TX,34.6052,-94.4839,WCC,87,66,Biology|Business,Public,11049,Bruins,Competitive D1 program with solid development environment.,https://www.university262.edu
d1g-263,University 263,girls,City263,MI,43.0064,-114.5723,Sun Belt,96,70,Psychology|Health Sciences,Private,38078,Tigers,Competitive D1 program with solid development environment.,https://www.university263.edu
d1g-264,University 264,girls,City264,OH,31.6813,-90.5488,Big 12,71,68,Biology|Psychology,Public,32186,Spartans,Competitive D1 program with solid development environment.,https://www.university264.edu
d1g-265,University 265,girls,City265,FL,42.1314,-93.8199,Big 12,85,99,Psychology|Health Sciences,Private,35125,Wildcats,Competitive D1 program with solid development environment.,https://www.university265.edu
d1g-266,University 266,girls,City266,CA,43.7902,-102.8465,Big 12,92,66,Business|Communications,Private,12192,Huskies,Competitive D1 program with solid development environment.,https://www.university266.edu
d1g-267,University 267,girls,City267,NC,41.3708,-100.3616,Big Ten,83,84,Business|Psychology,Public,22188,Bulldogs,Competitive D1 program with solid development environment.,https://www.university267.edu
d1g-268,University 268,girls,City268,MI,26.3273,-103.8131,Pac-12,70,73,Engineering|Communications,Private,39339,Wildcats,Competitive D1 program with solid development environment.,https://www.university268.edu
d1g-269,University 269,girls,City269,TX,31.7433,-102.3875,WCC,95,64,Biology|Business,Private,46624,Spartans,Competitive D1 program with solid development environment.,https://www.university269.edu
d1g-270,University 270,girls,City270,FL,26.6612,-116.6566,Ivy,94,73,Biology|Health Sciences,Private,3107,Wildcats,Competitive D1 program with solid development environment.,https://www.university270.edu
d1g-271,University 271,girls,City271,NY,43.4078,-73.8582,WCC,88,95,Biology|Communications,Private,42019,Bruins,Competitive D1 program with solid development environment.,https://www.university271.edu
d1g-272,University 272,girls,City272,NY,28.7524,-96.7121,Big Ten,76,70,Biology|Engineering,Private,37887,Cardinal,Competitive D1 program with solid development environment.,https://www.university272.edu
d1g-273,University 273,girls,City273,MI,42.7544,-90.2385,SEC,77,75,Engineering|Biology,Private,8599,Spartans,Competitive D1 program with solid development environment.,https://www.university273.edu
d1g-274,University 274,girls,City274,VA,26.5656,-111.9462,SEC,73,91,Biology|Health Sciences,Public,33363,Spartans,Competitive D1 program with solid development environment.,https://www.university274.edu
d1g-275,University 275,girls,City275,NC,40.2738,-108.1724,C-USA,89,60,Engineering|Communications,Public,47900,Bruins,Competitive D1 program with solid development environment.,https://www.university275.edu
d1g-276,University 276,girls,City276,MI,32.7297,-98.5493,WCC,99,98,Psychology|Engineering,Private,18888,Bulldogs,Competitive D1 program with solid development environment.,https://www.university276.edu
d1g-277,University 277,girls,City277,FL,38.0319,-72.808,AAC,88,83,Psychology|Health Sciences,Public,31174,Wildcats,Competitive D1 program with solid development environment.,https://www.university277.edu
d1g-278,University 278,girls,City278,GA,35.0938,-103.9264,SEC,71,66,Psychology|Communications,Private,7901,Wildcats,Competitive D1 program with solid development environment.,https://www.university278.edu
d1g-279,University 279,girls,City279,PA,42.9252,-117.5797,Ivy,80,70,Communications|Business,Public,22951,Bulldogs,Competitive D1 program with solid development environment.,https://www.university279.edu
d1g-280,University 280,girls,City280,GA,44.7161,-84.6423,WCC,80,66,Health Sciences|Psychology,Public,22231,Tigers,Competitive D1 program with solid development environment.,https://www.university280.edu
d1g-281,University 281,girls,City281,NC,27.7537,-95.0893,Big 12,73,95,Business|Psychology,Public,37211,Tigers,Competitive D1 program with solid development environment.,https://www.university281.edu
d1g-282,University 282,girls,City282,PA,38.7905,-113.5765,Ivy,80,93,Engineering|Business,Public,3802,Bruins,Competitive D1 program with solid development environment.,https://www.university282.edu
d1g-283,University 283,girls,City283,NY,36.7517,-75.1846,ACC,83,86,Biology|Health Sciences,Public,22681,Bruins,Competitive D1 program with solid development environment.,https://www.university283.edu
d1g-284,University 284,girls,City284,FL,42.5723,-113.7442,WCC,98,88,Biology|Engineering,Private,3896,Bulldogs,Competitive D1 program with solid development environment.,https://www.university284.edu
d1g-285,University 285,girls,City285,NY,32.0954,-109.4875,Big 12,79,85,Psychology|Engineering,Private,13840,Tigers,Competitive D1 program with solid development environment.,https://www.university285.edu
d1g-286,University 286,girls,City286,FL,26.9979,-111.7177,C-USA,95,87,Business|Communications,Public,30120,Tigers,Competitive D1 program with solid development environment.,https://www.university286.edu
d1g-287,University 287,girls,City287,CA,32.4653,-106.5438,C-USA,77,82,Health Sciences|Communications,Public,7209,Cardinal,Competitive D1 program with solid development environment.,https://www.university287.edu
d1g-288,University 288,girls,City288,GA,34.8782,-100.1195,Pac-12,98,91,Engineering|Health Sciences,Private,25488,Eagles,Competitive D1 program with solid development environment.,https://www.university288.edu
d1g-289,University 289,girls,City289,GA,30.4092,-84.1053,Sun Belt,74,80,Communications|Health Sciences,Public,43722,Wildcats,Competitive D1 program with solid development environment.,https://www.university289.edu
d1g-290,University 290,girls,City290,OH,41.4497,-97.0151,Big 12,80,93,Psychology|Biology,Public,40078,Bulldogs,Competitive D1 program with solid development environment.,https://www.university290.edu
d1g-291,University 291,girls,City291,NC,40.9168,-110.8497,Big Ten,91,81,Business|Psychology,Private,25469,Tigers,Competitive D1 program with solid development environment.,https://www.university291.edu
d1g-292,University 292,girls,City292,OH,39.9644,-77.4559,ACC,99,64,Biology|Business,Private,21639,Eagles,Competitive D1 program with solid development environment.,https://www.university292.edu
d1g-293,University 293,girls,City293,MI,30.2888,-105.3139,AAC,94,83,Engineering|Communications,Private,40231,Wildcats,Competitive D1 program with solid development environment.,https://www.university293.edu
d1g-294,University 294,girls,City294,NC,44.8684,-110.8074,C-USA,91,83,Communications|Psychology,Public,24797,Bulldogs,Competitive D1 program with solid development environment.,https://www.university294.edu
d1g-295,University 295,girls,City295,GA,41.823,-109.6404,WCC,89,97,Psychology|Health Sciences,Private,3984,Bulldogs,Competitive D1 program with solid development environment.,https://www.university295.edu
d1g-296,University 296,girls,City296,NC,31.8361,-97.6706,Big Ten,71,94,Communications|Psychology,Public,44888,Huskies,Competitive D1 program with solid development environment.,https://www.university296.edu
d1g-297,University 297,girls,City297,CA,42.5758,-104.9159,Sun Belt,87,61,Biology|Business,Public,15565,Spartans,Competitive D1 program with solid development environment.,https://www.university297.edu
d1g-298,University 298,girls,City298,TX,30.9976,-73.3377,WCC,80,70,Communications|Business,Private,11312,Tigers,Competitive D1 program with solid development environment.,https://www.university298.edu
d1g-299,University 299,girls,City299,CA,30.2868,-81.0901,Sun Belt,94,62,Health Sciences|Biology,Public,30454,Bulldogs,Competitive D1 program with solid development environment.,https://www.university299.edu
d1g-300,University 300,girls,City300,NY,30.2195,-73.3845,Big Ten,73,66,Biology|Business,Public,28847,Cardinal,Competitive D1 program with solid development environment.,https://www.university300.edu
d1g-301,University 301,girls,City301,GA,38.6939,-89.0719,Ivy,89,84,Business|Biology,Private,16308,Tigers,Competitive D1 program with solid development environment.,https://www.university301.edu
d1g-302,University 302,girls,City302,VA,29.7298,-101.9462,AAC,98,61,Communications|Health Sciences,Private,4171,Bruins,Competitive D1 program with solid development environment.,https://www.university302.edu
d1g-303,University 303,girls,City303,MI,38.5561,-78.1376,ACC,85,94,Communications|Psychology,Public,20671,Eagles,Competitive D1 program with solid development environment.,https://www.university303.edu
d1g-304,University 304,girls,City304,MI,34.4109,-113.5236,ACC,88,63,Communications|Psychology,Private,44483,Huskies,Competitive D1 program with solid development environment.,https://www.university304.edu
d1g-305,University 305,girls,City305,NY,29.2415,-70.5337,WCC,75,96,Health Sciences|Psychology,Public,13973,Bruins,Competitive D1 program with solid development environment.,https://www.university305.edu
d1g-306,University 306,girls,City306,FL,38.121,-110.5102,Sun Belt,81,97,Communications|Engineering,Public,21113,Bruins,Competitive D1 program with solid development environment.,https://www.university306.edu
d1g-307,University 307,girls,City307,PA,43.9355,-111.9316,ACC,75,80,Health Sciences|Engineering,Public,5162,Bulldogs,Competitive D1 program with solid development environment.,https://www.university307.edu
d1g-308,University 308,girls,City308,PA,41.5805,-93.7276,C-USA,92,80,Communications|Health Sciences,Public,9548,Bulldogs,Competitive D1 program with solid development environment.,https://www.university308.edu
d1g-309,University 309,girls,City309,CA,35.4852,-73.8492,Big Ten,96,81,Engineering|Communications,Private,48442,Cardinal,Competitive D1 program with solid development environment.,https://www.university309.edu
d1g-310,University 310,girls,City310,GA,41.0487,-86.8743,AAC,93,69,Psychology|Communications,Public,40447,Bulldogs,Competitive D1 program with solid development environment.,https://www.university310.edu
d1g-311,University 311,girls,City311,MI,44.8152,-111.8991,Big 12,98,68,Business|Communications,Private,18880,Tigers,Competitive D1 program with solid development environment.,https://www.university311.edu
d1g-312,University 312,girls,City312,PA,31.0485,-99.0349,WCC,80,78,Communications|Business,Private,43366,Bulldogs,Competitive D1 program with solid development environment.,https://www.university312.edu
d1g-313,University 313,girls,City313,CA,37.5748,-71.5805,WCC,71,75,Engineering|Biology,Public,38023,Tigers,Competitive D1 program with solid development environment.,https://www.university313.edu
d1g-314,University 314,girls,City314,OH,38.6296,-72.2197,Pac-12,76,98,Health Sciences|Communications,Public,38606,Cardinal,Competitive D1 program with solid development environment.,https://www.university314.edu
d1g-315,University 315,girls,City315,FL,32.0354,-75.3533,ACC,70,67,Biology|Health Sciences,Private,21366,Wildcats,Competitive D1 program with solid development environment.,https://www.university315.edu
d1g-316,University 316,girls,City316,CA,31.4835,-80.7293,WCC,72,84,Business|Engineering,Public,14959,Wildcats,Competitive D1 program with solid development environment.,https://www.university316.edu
d1g-317,University 317,girls,City317,MI,25.8106,-95.0747,Ivy,83,75,Health Sciences|Psychology,Public,34207,Huskies,Competitive D1 program with solid development environment.,https://www.university317.edu
d1g-318,University 318,girls,City318,NC,36.0723,-87.0329,SEC,81,67,Biology|Communications,Private,27831,Tigers,Competitive D1 program with solid development environment.,https://www.university318.edu
d1g-319,University 319,girls,City319,MI,25.0798,-95.183,WCC,92,99,Communications|Health Sciences,Private,14032,Spartans,Competitive D1 program with solid development environment.,https://www.university319.edu
d1g-320,University 320,girls,City320,TX,43.6833,-111.6874,AAC,70,99,Psychology|Business,Public,4352,Bulldogs,Competitive D1 program with solid development environment.,https://www.university320.edu
d1g-321,University 321,girls,City321,OH,30.3684,-100.9083,AAC,76,79,Health Sciences|Biology,Public,11694,Eagles,Competitive D1 program with solid development environment.,https://www.university321.edu
d1g-322,University 322,girls,City322,TX,28.4513,-118.7879,Big 12,93,60,Biology|Communications,Private,23587,Wildcats,Competitive D1 program with solid development environment.,https://www.university322.edu
d1g-323,University 323,girls,City323,CA,25.1986,-82.4972,Big Ten,77,68,Communications|Biology,Private,39451,Eagles,Competitive D1 program with solid development environment.,https://www.university323.edu
d1g-324,University 324,girls,City324,NC,36.605,-98.5668,Sun Belt,74,97,Engineering|Business,Public,26419,Wildcats,Competitive D1 program with solid development environment.,https://www.university324.edu
